FID,UF,Municipio,Faixa_de_r,Produto,Valor,Concluidas,Entregues,Percentual,IF,Latitude,Longitude
MCMV.10000,SP,Guararema,Faixa 2,CCFGTS,204675,2,2,100,Caixa,,-46.036946,-23.41119
MCMV.10001,SP,Guararema,Faixa 2,CCFGTS,104849,1,1,100,Caixa,,-46.036946,-23.41119
MCMV.10002,SP,Guararema,Faixa 3,CCFGTS,112864,1,1,100,Caixa,,-46.036946,-23.41119
MCMV.10003,SP,Guararema,Faixa 3,CCFGTS,136000,1,1,100,Caixa,,-46.036946,-23.41119
MCMV.9995,SP,Guararapes,Faixa 1,CCFGTS,5224480,90,90,100,Caixa,,-50.64534,-21.254431
MCMV.9996,SP,Guararapes,Faixa 1,CCFGTS,2592350,59,59,100,Caixa,,-50.64534,-21.254431
MCMV.9997,SP,Guararapes,Faixa 2,CCFGTS,5002860,75,75,100,Caixa,,-50.64534,-21.254431
MCMV.9998,SP,Guararapes,Faixa 2,CCFGTS,2006200,26,26,100,Caixa,,-50.64534,-21.254431
MCMV.9999,SP,Guararapes,Faixa 3,CCFGTS,49763.7,1,1,100,Caixa,,-50.64534,-21.254431
MCMV.9988,SP,Guaraci,Faixa 1,CCFGTS,152985,2,2,100,Caixa,,-48.93911,-20.49766
MCMV.9989,SP,Guaraci,Faixa 1,CCFGTS,176193,1,1,100,Caixa,,-48.93911,-20.49766
MCMV.9990,SP,Guaraci,Faixa 2,CCFGTS,448973,6,6,100,Caixa,,-48.93911,-20.49766
MCMV.9991,SP,Guaraci,Faixa 2,CCFGTS,901107,6,6,100,Caixa,,-48.93911,-20.49766
MCMV.9992,SP,Guaraci,Faixa 3,CCFGTS,53000,1,1,100,Caixa,,-48.93911,-20.49766
MCMV.9993,SP,Guarant�,Faixa 1,CCFGTS,72372,1,1,100,Caixa,,-49.591351,-21.894195
MCMV.9994,SP,Guarant�,Faixa 1,CCFGTS,62077,0,0,100,Caixa,,-49.591351,-21.894195
MCMV.9979,SP,Guar�,Faixa 1,CCFGTS,1063660,17,17,100,Caixa,,-47.82362599999982,-20.430161999999882
MCMV.9980,SP,Guar�,Faixa 1,CCFGTS,336159,5,5,100,Caixa,,-47.82362599999982,-20.430161999999882
MCMV.9981,SP,Guar�,Faixa 2,CCFGTS,2056150,28,28,100,Caixa,,-47.82362599999982,-20.430161999999882
MCMV.9982,SP,Guar�,Faixa 2,CCFGTS,954432,14,14,100,Caixa,,-47.82362599999982,-20.430161999999882
MCMV.9983,SP,Guar�,Faixa 3,CCFGTS,63466.6,1,1,100,Caixa,,-47.82362599999982,-20.430161999999882
MCMV.9984,SP,Guara�a�,Faixa 1,CCFGTS,537498,9,9,100,Caixa,,-51.211854,-21.02917
MCMV.9985,SP,Guara�a�,Faixa 1,CCFGTS,554008,2,2,100,Caixa,,-51.211854,-21.02917
MCMV.9986,SP,Guara�a�,Faixa 2,CCFGTS,557473,9,9,100,Caixa,,-51.211854,-21.02917
MCMV.9987,SP,Guara�a�,Faixa 2,CCFGTS,258587,2,2,100,Caixa,,-51.211854,-21.02917
MCMV.9972,SP,Guapia�u,Faixa 1,CCFGTS,700235,10,10,100,Caixa,,-49.2172,-20.795884999999885
MCMV.9973,SP,Guapia�u,Faixa 1,CCFGTS,504383,8,8,100,Caixa,,-49.2172,-20.795884999999885
MCMV.9974,SP,Guapia�u,Faixa 2,CCFGTS,3374450,45,45,100,Caixa,,-49.2172,-20.795884999999885
MCMV.9975,SP,Guapia�u,Faixa 2,CCFGTS,1101050,13,13,100,Caixa,,-49.2172,-20.795884999999885
MCMV.9976,SP,Guapiara,Faixa 1,Rural,624000,0,0,1,Caixa,,-48.52955,-24.189209999999832
MCMV.9977,SP,Guapiara,Faixa 1,Rural,473534,0,0,75.21,Caixa,,-48.52955,-24.189209999999832
MCMV.9978,SP,Guapiara,Faixa 1,Rural,555888,0,0,86.97,Caixa,,-48.52955,-24.189209999999832
MCMV.9966,SP,Gua�ra,Faixa 1,CCFGTS,1602120,26,26,100,Caixa,,-48.31197,-20.31959099999989
MCMV.9967,SP,Gua�ra,Faixa 1,CCFGTS,1061290,18,18,100,Caixa,,-48.31197,-20.31959099999989
MCMV.9968,SP,Gua�ra,Faixa 2,CCFGTS,5968540,83,83,100,Caixa,,-48.31197,-20.31959099999989
MCMV.9969,SP,Gua�ra,Faixa 2,CCFGTS,4679040,50,50,100,Caixa,,-48.31197,-20.31959099999989
MCMV.9970,SP,Gua�ra,Faixa 3,CCFGTS,80000,1,1,100,Caixa,,-48.31197,-20.31959099999989
MCMV.9971,SP,Gua�ra,Faixa 3,CCFGTS,126502,2,2,100,Caixa,,-48.31197,-20.31959099999989
MCMV.9959,SP,Guai�ara,Faixa 1,CCFGTS,128717,2,2,100,Caixa,,-49.801287,-21.61954
MCMV.9960,SP,Guai�ara,Faixa 1,CCFGTS,411754,6,6,100,Caixa,,-49.801287,-21.61954
MCMV.9961,SP,Guai�ara,Faixa 2,CCFGTS,856167,13,13,100,Caixa,,-49.801287,-21.61954
MCMV.9962,SP,Guai�ara,Faixa 2,CCFGTS,454727,6,6,100,Caixa,,-49.801287,-21.61954
MCMV.9963,SP,Guai�ara,Faixa 3,CCFGTS,52285.1,1,1,100,Caixa,,-49.801287,-21.61954
MCMV.9964,SP,Guaimb�,Faixa 1,CCFGTS,40741.2,1,1,100,Caixa,,-49.89860999999985,-21.90907
MCMV.9965,SP,Guaimb�,Faixa 2,CCFGTS,70030.6,1,1,100,Caixa,,-49.89860999999985,-21.90907
MCMV.9946,SP,Gar�a,Faixa 1,CCFGTS,1660820,28,28,100,Caixa,,-49.654595999999856,-22.212516
MCMV.9947,SP,Gar�a,Faixa 1,CCFGTS,533266,4,4,100,Caixa,,-49.654595999999856,-22.212516
MCMV.9948,SP,Gar�a,Faixa 2,CCFGTS,2171350,30,30,100,Caixa,,-49.654595999999856,-22.212516
MCMV.9949,SP,Gar�a,Faixa 2,CCFGTS,407885,1,1,100,Caixa,,-49.654595999999856,-22.212516
MCMV.9950,SP,Gar�a,Faixa 2,CCFGTS,8977400,0,0,50.32,Caixa,,-49.654595999999856,-22.212516
MCMV.9951,SP,Gar�a,Faixa 2,CCFGTS,7350000,0,0,54.13,Caixa,,-49.654595999999856,-22.212516
MCMV.9952,SP,Gar�a,Faixa 2,CCFGTS,1471420,27,26,100,Caixa,,-49.654595999999856,-22.212516
MCMV.9953,SP,Gavi�o Peixoto,Faixa 2,CCFGTS,149366,2,2,100,Caixa,,-48.49566,-21.83666
MCMV.9954,SP,General Salgado,Faixa 1,CCFGTS,774105,3,3,100,Caixa,,-50.36397,-20.64846
MCMV.9955,SP,General Salgado,Faixa 2,CCFGTS,279934,4,4,100,Caixa,,-50.36397,-20.64846
MCMV.9956,SP,General Salgado,Faixa 2,CCFGTS,543409,2,2,100,Caixa,,-50.36397,-20.64846
MCMV.9957,SP,Getulina,Faixa 1,CCFGTS,45997.8,1,1,100,Caixa,,-49.931205,-21.796116999999867
MCMV.9958,SP,Getulina,Faixa 2,CCFGTS,54000,1,1,100,Caixa,,-49.931205,-21.796116999999867
MCMV.9935,SP,Franco da Rocha,Faixa 1,CCFGTS,490081,6,6,100,Caixa,,-46.729011,-23.322882
MCMV.9936,SP,Franco da Rocha,Faixa 1,CCFGTS,235690,4,4,100,Caixa,,-46.729011,-23.322882
MCMV.9937,SP,Franco da Rocha,Faixa 2,CCFGTS,3748670,39,39,100,Caixa,,-46.729011,-23.322882
MCMV.9938,SP,Franco da Rocha,Faixa 2,CCFGTS,5544830,63,63,100,Caixa,,-46.729011,-23.322882
MCMV.9939,SP,Franco da Rocha,Faixa 3,CCFGTS,406810,4,4,100,Caixa,,-46.729011,-23.322882
MCMV.9940,SP,Franco da Rocha,Faixa 3,CCFGTS,996743,9,9,100,Caixa,,-46.729011,-23.322882
MCMV.9941,SP,Franco da Rocha,Faixa 2,CCFGTS,19856000,0,0,1,Caixa,,-46.729011,-23.322882
MCMV.9942,SP,Gabriel Monteiro,Faixa 1,CCFGTS,67189.7,0,0,100,Caixa,,-50.55732,-21.52940999999987
MCMV.9943,SP,Gabriel Monteiro,Faixa 2,CCFGTS,71167.7,1,1,100,Caixa,,-50.55732,-21.52940999999987
MCMV.9944,SP,G�lia,Faixa 1,CCFGTS,79500.7,1,1,100,Caixa,,-49.550356,-22.29185
MCMV.9945,SP,G�lia,Faixa 3,CCFGTS,45440,1,1,100,Caixa,,-49.550356,-22.29185
MCMV.9933,SP,Francisco Morato,Faixa 3,CCFGTS,90000,1,1,100,Caixa,,-46.74478,-23.279247999999882
MCMV.9934,SP,Francisco Morato,Faixa 3,CCFGTS,296760,3,3,100,Caixa,,-46.74478,-23.279247999999882
MCMV.9929,SP,Francisco Morato,Faixa 1,CCFGTS,808762,10,10,100,Caixa,,-46.74478,-23.279247999999882
MCMV.9930,SP,Francisco Morato,Faixa 1,CCFGTS,233388,4,4,100,Caixa,,-46.74478,-23.279247999999882
MCMV.9931,SP,Francisco Morato,Faixa 2,CCFGTS,5056650,56,56,100,Caixa,,-46.74478,-23.279247999999882
MCMV.9932,SP,Francisco Morato,Faixa 2,CCFGTS,5300840,65,65,100,Caixa,,-46.74478,-23.279247999999882
MCMV.9907,SP,Franca,Faixa 1,CCFGTS,33287200,446,446,100,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9908,SP,Franca,Faixa 1,CCFGTS,17142600,265,265,100,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9909,SP,Franca,Faixa 2,CCFGTS,58817100,698,698,100,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9910,SP,Franca,Faixa 2,CCFGTS,45520000,525,525,100,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9911,SP,Franca,Faixa 3,CCFGTS,348666,5,5,100,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9912,SP,Franca,Faixa 3,CCFGTS,797705,8,8,100,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9913,SP,Franca,Faixa 2,CCFGTS,26070000,0,0,0,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9914,SP,Franca,Faixa 2,CCFGTS,942807,0,0,40.29,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9915,SP,Franca,Faixa 2,CCFGTS,2000000,0,0,47.23,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9916,SP,Franca,Faixa 2,CCFGTS,4000000,0,0,62.51,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9917,SP,Franca,Faixa 2,CCFGTS,802125,0,0,63.26,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9918,SP,Franca,Faixa 2,CCFGTS,4048000,0,0,68.65,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9919,SP,Franca,Faixa 2,CCFGTS,2556430,0,0,88.67,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9920,SP,Franca,Faixa 2,CCFGTS,15700000,0,0,88.71,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9921,SP,Franca,Faixa 2,CCFGTS,4000000,80,0,95,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9922,SP,Franca,Faixa 2,CCFGTS,74631300,1152,964,100,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9923,SP,Franca,Faixa 2,CCFGTS,3127180,60,58,100,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9924,SP,Franca,Faixa 3,CCFGTS,787549,0,0,0,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9925,SP,Franca,Faixa 3,CCFGTS,28677000,0,0,0,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9926,SP,Franca,Faixa 3,CCFGTS,59961000,0,0,1,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9927,SP,Franca,Faixa 3,CCFGTS,22860000,0,0,58.52,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9928,SP,Franca,Faixa 3,CCFGTS,14844000,276,209,100,Caixa,,-47.40386099999989,-20.535229999999842
MCMV.9895,SP,Ferraz de Vasconcelos,Faixa 3,CCFGTS,2045950,24,24,100,Caixa,,-46.37097,-23.54106
MCMV.9896,SP,Ferraz de Vasconcelos,Faixa 2,CCFGTS,3000000,0,0,68.85,Caixa,,-46.37097,-23.54106
MCMV.9897,SP,Ferraz de Vasconcelos,Faixa 2,CCFGTS,17750000,0,0,89.39,Caixa,,-46.37097,-23.54106
MCMV.9898,SP,Ferraz de Vasconcelos,Faixa 2,CCFGTS,13166300,0,0,92.39,Caixa,,-46.37097,-23.54106
MCMV.9899,SP,Ferraz de Vasconcelos,Faixa 2,CCFGTS,27400000,548,0,95,Caixa,,-46.37097,-23.54106
MCMV.9900,SP,Flora Rica,Faixa 1,CCFGTS,31520.5,1,1,100,Caixa,,-51.38210699999985,-21.67274
MCMV.9901,SP,Floreal,Faixa 1,CCFGTS,44317,0,0,100,Caixa,,-50.15128,-20.67519
MCMV.9902,SP,Floreal,Faixa 2,CCFGTS,147154,2,2,100,Caixa,,-50.15128,-20.67519
MCMV.9903,SP,Floreal,Faixa 2,CCFGTS,72000,1,1,100,Caixa,,-50.15128,-20.67519
MCMV.9904,SP,Fl�rida Paulista,Faixa 1,CCFGTS,170028,3,3,100,Caixa,,-51.17244,-21.61271
MCMV.9905,SP,Fl�rida Paulista,Faixa 2,CCFGTS,239370,4,4,100,Caixa,,-51.17244,-21.61271
MCMV.9906,SP,Fl�rida Paulista,Faixa 2,CCFGTS,324169,2,2,100,Caixa,,-51.17244,-21.61271
MCMV.9890,SP,Ferraz de Vasconcelos,Faixa 1,CCFGTS,6021420,77,77,100,Caixa,,-46.37097,-23.54106
MCMV.9891,SP,Ferraz de Vasconcelos,Faixa 1,CCFGTS,4417740,80,80,100,Caixa,,-46.37097,-23.54106
MCMV.9892,SP,Ferraz de Vasconcelos,Faixa 2,CCFGTS,22987300,274,274,100,Caixa,,-46.37097,-23.54106
MCMV.9893,SP,Ferraz de Vasconcelos,Faixa 2,CCFGTS,21426900,285,285,100,Caixa,,-46.37097,-23.54106
MCMV.9894,SP,Ferraz de Vasconcelos,Faixa 3,CCFGTS,2567200,37,37,100,Caixa,,-46.37097,-23.54106
MCMV.9884,SP,Fernand�polis,Faixa 1,FAR,30004000,0,0,15.14,Caixa,,-50.24711,-20.280556
MCMV.9879,SP,Fernand�polis,Faixa 1,CCFGTS,2958540,41,41,100,Caixa,,-50.24711,-20.280556
MCMV.9880,SP,Fernand�polis,Faixa 1,CCFGTS,2786060,44,44,100,Caixa,,-50.24711,-20.280556
MCMV.9881,SP,Fernand�polis,Faixa 2,CCFGTS,10217600,122,122,100,Caixa,,-50.24711,-20.280556
MCMV.9882,SP,Fernand�polis,Faixa 2,CCFGTS,17920900,218,218,100,Caixa,,-50.24711,-20.280556
MCMV.9883,SP,Fernand�polis,Faixa 3,CCFGTS,163000,2,2,100,Caixa,,-50.24711,-20.280556
MCMV.9885,SP,Fernand�polis,Faixa 2,CCFGTS,1200000,24,24,100,Caixa,,-50.24711,-20.280556
MCMV.9886,SP,Fernando Prestes,Faixa 1,CCFGTS,51534.6,1,1,100,Caixa,,-48.687384,-21.26606
MCMV.9887,SP,Fernando Prestes,Faixa 1,CCFGTS,163025,2,2,100,Caixa,,-48.687384,-21.26606
MCMV.9888,SP,Fernando Prestes,Faixa 2,CCFGTS,78534.6,1,1,100,Caixa,,-48.687384,-21.26606
MCMV.9889,SP,Fernando Prestes,Faixa 2,CCFGTS,431322,2,2,100,Caixa,,-48.687384,-21.26606
MCMV.9871,SP,Estrela D'Oeste,Faixa 1,CCFGTS,46881.3,1,1,100,Caixa,,-50.4048719999999,-20.28755
MCMV.9872,SP,Estrela D'Oeste,Faixa 2,CCFGTS,73374.6,1,1,100,Caixa,,-50.4048719999999,-20.28755
MCMV.9873,SP,Estrela do Norte,Faixa 1,CCFGTS,106200,0,0,100,Caixa,,-51.663203,-22.48593
MCMV.9874,SP,Estrela do Norte,Faixa 2,CCFGTS,146797,2,2,100,Caixa,,-51.663203,-22.48593
MCMV.9875,SP,Fartura,Faixa 1,CCFGTS,186572,3,3,100,Caixa,,-49.512402999999836,-23.391642999999874
MCMV.9876,SP,Fartura,Faixa 1,CCFGTS,34135.9,2,2,100,Caixa,,-49.512402999999836,-23.391642999999874
MCMV.9877,SP,Fartura,Faixa 2,CCFGTS,476159,6,6,100,Caixa,,-49.512402999999836,-23.391642999999874
MCMV.9878,SP,Fartura,Faixa 2,CCFGTS,538793,7,7,100,Caixa,,-49.512402999999836,-23.391642999999874
MCMV.9864,SP,Esp�rito Santo do Pinhal,Faixa 1,CCFGTS,1122480,19,19,100,Caixa,,-46.74766999999986,-22.190871
MCMV.9865,SP,Esp�rito Santo do Pinhal,Faixa 1,CCFGTS,1621550,27,27,100,Caixa,,-46.74766999999986,-22.190871
MCMV.9866,SP,Esp�rito Santo do Pinhal,Faixa 2,CCFGTS,2119320,32,32,100,Caixa,,-46.74766999999986,-22.190871
MCMV.9867,SP,Esp�rito Santo do Pinhal,Faixa 2,CCFGTS,5216380,78,78,100,Caixa,,-46.74766999999986,-22.190871
MCMV.9868,SP,Esp�rito Santo do Pinhal,Faixa 3,CCFGTS,32697.9,0,0,100,Caixa,,-46.74766999999986,-22.190871
MCMV.9869,SP,Esp�rito Santo do Pinhal,Faixa 2,CCFGTS,3450000,69,68,100,Caixa,,-46.74766999999986,-22.190871
MCMV.9870,SP,Esp�rito Santo do Turvo,Faixa 1,CCFGTS,53534.6,1,1,100,Caixa,,-49.434119,-22.69254
MCMV.9859,SP,Engenheiro Coelho,Faixa 1,CCFGTS,1165190,14,14,100,Caixa,,-47.211044999999785,-22.48357
MCMV.9860,SP,Engenheiro Coelho,Faixa 1,CCFGTS,834769,13,13,100,Caixa,,-47.211044999999785,-22.48357
MCMV.9861,SP,Engenheiro Coelho,Faixa 2,CCFGTS,953998,10,10,100,Caixa,,-47.211044999999785,-22.48357
MCMV.9862,SP,Engenheiro Coelho,Faixa 2,CCFGTS,1779970,18,18,100,Caixa,,-47.211044999999785,-22.48357
MCMV.9863,SP,Engenheiro Coelho,Faixa 3,CCFGTS,80231,0,0,100,Caixa,,-47.211044999999785,-22.48357
MCMV.9847,SP,Embu,Faixa 1,CCFGTS,491970,6,6,100,Caixa,,-46.85785,-23.64372
MCMV.9848,SP,Embu,Faixa 1,CCFGTS,44700,1,1,100,Caixa,,-46.85785,-23.64372
MCMV.9849,SP,Embu,Faixa 2,CCFGTS,1234390,15,15,100,Caixa,,-46.85785,-23.64372
MCMV.9850,SP,Embu,Faixa 2,CCFGTS,91872,1,1,100,Caixa,,-46.85785,-23.64372
MCMV.9851,SP,Embu,Faixa 3,CCFGTS,47637,1,1,100,Caixa,,-46.85785,-23.64372
MCMV.9852,SP,Embu-Gua�u,Faixa 1,CCFGTS,65816.9,1,1,100,Caixa,,-46.8135929999998,-23.82972
MCMV.9853,SP,Embu-Gua�u,Faixa 2,CCFGTS,440447,5,5,100,Caixa,,-46.8135929999998,-23.82972
MCMV.9854,SP,Embu-Gua�u,Faixa 2,CCFGTS,1040870,12,12,100,Caixa,,-46.8135929999998,-23.82972
MCMV.9855,SP,Embu-Gua�u,Faixa 3,CCFGTS,134216,2,2,100,Caixa,,-46.8135929999998,-23.82972
MCMV.9856,SP,Emilian�polis,Faixa 1,CCFGTS,30000,1,1,100,Caixa,,-51.48317,-21.831436
MCMV.9857,SP,Emilian�polis,Faixa 2,CCFGTS,279187,4,4,100,Caixa,,-51.48317,-21.831436
MCMV.9858,SP,Emilian�polis,Faixa 2,CCFGTS,190009,3,3,100,Caixa,,-51.48317,-21.831436
MCMV.9840,SP,Elias Fausto,Faixa 1,CCFGTS,143569,2,2,100,Caixa,,-47.368153,-23.042822
MCMV.9841,SP,Elias Fausto,Faixa 2,CCFGTS,157778,2,2,100,Caixa,,-47.368153,-23.042822
MCMV.9842,SP,Elias Fausto,Faixa 2,CCFGTS,66590,1,1,100,Caixa,,-47.368153,-23.042822
MCMV.9843,SP,Elias Fausto,Faixa 3,CCFGTS,51596,1,1,100,Caixa,,-47.368153,-23.042822
MCMV.9844,SP,Elisi�rio,Faixa 2,CCFGTS,138576,2,2,100,Caixa,,-49.1145939999999,-21.16775399999989
MCMV.9845,SP,Emba�ba,Faixa 1,CCFGTS,39577.1,1,1,100,Caixa,,-48.83245,-20.979595
MCMV.9846,SP,Emba�ba,Faixa 2,CCFGTS,77976.3,1,1,100,Caixa,,-48.83245,-20.979595
MCMV.9829,SP,Duartina,Faixa 1,CCFGTS,207576,3,3,100,Caixa,,-49.40835,-22.41456
MCMV.9830,SP,Duartina,Faixa 1,CCFGTS,215194,2,2,100,Caixa,,-49.40835,-22.41456
MCMV.9831,SP,Duartina,Faixa 2,CCFGTS,321335,4,4,100,Caixa,,-49.40835,-22.41456
MCMV.9832,SP,Duartina,Faixa 2,CCFGTS,208573,1,1,100,Caixa,,-49.40835,-22.41456
MCMV.9833,SP,Dumont,Faixa 1,CCFGTS,54953.6,0,0,100,Caixa,,-47.975622,-21.232400999999868
MCMV.9834,SP,Dumont,Faixa 2,CCFGTS,86818.6,1,1,100,Caixa,,-47.975622,-21.232400999999868
MCMV.9835,SP,Dumont,Faixa 2,CCFGTS,195161,1,1,100,Caixa,,-47.975622,-21.232400999999868
MCMV.9836,SP,Echapor�,Faixa 1,CCFGTS,71166.4,1,1,100,Caixa,,-50.20378699999986,-22.43256
MCMV.9837,SP,Eldorado,Faixa 1,CCFGTS,175000,5,5,100,Caixa,,-48.11408,-24.52809
MCMV.9838,SP,Eldorado,Faixa 1,Rural,236742,0,0,1,Caixa,,-48.11408,-24.52809
MCMV.9839,SP,Eldorado,Faixa 1,Rural,451769,0,0,8.64,Caixa,,-48.11408,-24.52809
MCMV.9824,SP,Dracena,Faixa 1,CCFGTS,390233,6,6,100,Caixa,,-51.535034,-21.48431
MCMV.9825,SP,Dracena,Faixa 1,CCFGTS,1252000,14,14,100,Caixa,,-51.535034,-21.48431
MCMV.9826,SP,Dracena,Faixa 2,CCFGTS,3393320,43,43,100,Caixa,,-51.535034,-21.48431
MCMV.9827,SP,Dracena,Faixa 2,CCFGTS,3429850,19,19,100,Caixa,,-51.535034,-21.48431
MCMV.9828,SP,Dracena,Faixa 3,CCFGTS,54997.4,0,0,100,Caixa,,-51.535034,-21.48431
MCMV.9816,SP,Dois C�rregos,Faixa 1,CCFGTS,3087120,45,45,100,Caixa,,-48.3819239999998,-22.367291
MCMV.9817,SP,Dois C�rregos,Faixa 1,CCFGTS,1415800,19,19,100,Caixa,,-48.3819239999998,-22.367291
MCMV.9818,SP,Dois C�rregos,Faixa 2,CCFGTS,3425790,45,45,100,Caixa,,-48.3819239999998,-22.367291
MCMV.9819,SP,Dois C�rregos,Faixa 2,CCFGTS,2348680,21,21,100,Caixa,,-48.3819239999998,-22.367291
MCMV.9820,SP,Dois C�rregos,Faixa 3,CCFGTS,62528,1,1,100,Caixa,,-48.3819239999998,-22.367291
MCMV.9821,SP,Dourado,Faixa 1,CCFGTS,174748,3,3,100,Caixa,,-48.31782,-22.104436
MCMV.9822,SP,Dourado,Faixa 2,CCFGTS,145992,2,2,100,Caixa,,-48.31782,-22.104436
MCMV.9823,SP,Dourado,Faixa 2,CCFGTS,396979,6,6,100,Caixa,,-48.31782,-22.104436
MCMV.9808,SP,Divinol�ndia,Faixa 1,CCFGTS,106695,2,2,100,Caixa,,-46.736128,-21.66371
MCMV.9809,SP,Divinol�ndia,Faixa 1,CCFGTS,117465,2,2,100,Caixa,,-46.736128,-21.66371
MCMV.9810,SP,Divinol�ndia,Faixa 2,CCFGTS,483207,7,7,100,Caixa,,-46.736128,-21.66371
MCMV.9811,SP,Divinol�ndia,Faixa 2,CCFGTS,137119,0,0,100,Caixa,,-46.736128,-21.66371
MCMV.9812,SP,Dobrada,Faixa 1,CCFGTS,266609,4,4,100,Caixa,,-48.393476,-21.515533
MCMV.9813,SP,Dobrada,Faixa 1,CCFGTS,400962,5,5,100,Caixa,,-48.393476,-21.515533
MCMV.9814,SP,Dobrada,Faixa 2,CCFGTS,361283,5,5,100,Caixa,,-48.393476,-21.515533
MCMV.9815,SP,Dobrada,Faixa 2,CCFGTS,580691,6,6,100,Caixa,,-48.393476,-21.515533
MCMV.9798,SP,Diadema,Faixa 1,CCFGTS,1180930,15,15,100,Caixa,,-46.620519999999885,-23.681346999999846
MCMV.9799,SP,Diadema,Faixa 1,CCFGTS,232855,4,4,100,Caixa,,-46.620519999999885,-23.681346999999846
MCMV.9800,SP,Diadema,Faixa 2,CCFGTS,11153900,117,117,100,Caixa,,-46.620519999999885,-23.681346999999846
MCMV.9801,SP,Diadema,Faixa 2,CCFGTS,2078780,25,25,100,Caixa,,-46.620519999999885,-23.681346999999846
MCMV.9802,SP,Diadema,Faixa 3,CCFGTS,3901640,47,47,100,Caixa,,-46.620519999999885,-23.681346999999846
MCMV.9803,SP,Diadema,Faixa 3,CCFGTS,1802260,17,17,100,Caixa,,-46.620519999999885,-23.681346999999846
MCMV.9804,SP,Diadema,Faixa 1,FAR,13688000,0,0,36.91,Caixa,,-46.620519999999885,-23.681346999999846
MCMV.9805,SP,Diadema,Faixa 2,CCFGTS,23791300,0,0,0,Caixa,,-46.620519999999885,-23.681346999999846
MCMV.9806,SP,Diadema,Faixa 3,CCFGTS,27861000,0,0,51.92,Caixa,,-46.620519999999885,-23.681346999999846
MCMV.9807,SP,Diadema,Faixa 3,CCFGTS,6103500,61,50,100,Caixa,,-46.620519999999885,-23.681346999999846
MCMV.9790,SP,Descalvado,Faixa 1,CCFGTS,6279370,99,99,100,Caixa,,-47.618105,-21.9002109999999
MCMV.9791,SP,Descalvado,Faixa 1,CCFGTS,4253110,64,64,100,Caixa,,-47.618105,-21.9002109999999
MCMV.9792,SP,Descalvado,Faixa 2,CCFGTS,8320510,112,112,100,Caixa,,-47.618105,-21.9002109999999
MCMV.9793,SP,Descalvado,Faixa 2,CCFGTS,4929300,50,50,100,Caixa,,-47.618105,-21.9002109999999
MCMV.9794,SP,Descalvado,Faixa 3,CCFGTS,42863.9,1,1,100,Caixa,,-47.618105,-21.9002109999999
MCMV.9795,SP,Descalvado,Faixa 3,CCFGTS,38000,0,0,100,Caixa,,-47.618105,-21.9002109999999
MCMV.9796,SP,Descalvado,Faixa 1,Oferta Publica,960000,0,0,19,COBANSA,,-47.618105,-21.9002109999999
MCMV.9797,SP,Descalvado,Faixa 2,CCFGTS,2250000,45,45,100,Caixa,,-47.618105,-21.9002109999999
MCMV.9785,SP,Cubat�o,Faixa 1,CCFGTS,173878,2,2,100,Caixa,,-46.423968,-23.891120999999828
MCMV.9786,SP,Cubat�o,Faixa 2,CCFGTS,384024,4,4,100,Caixa,,-46.423968,-23.891120999999828
MCMV.9787,SP,Cubat�o,Faixa 2,CCFGTS,1115760,14,14,100,Caixa,,-46.423968,-23.891120999999828
MCMV.9788,SP,Cubat�o,Faixa 3,CCFGTS,90156.8,1,1,100,Caixa,,-46.423968,-23.891120999999828
MCMV.9789,SP,Cubat�o,Faixa 3,CCFGTS,809360,8,8,100,Caixa,,-46.423968,-23.891120999999828
MCMV.9777,SP,Cruzeiro,Faixa 1,CCFGTS,1394580,22,22,100,Caixa,,-44.96896,-22.57276399999978
MCMV.9778,SP,Cruzeiro,Faixa 1,CCFGTS,658251,9,9,100,Caixa,,-44.96896,-22.57276399999978
MCMV.9779,SP,Cruzeiro,Faixa 2,CCFGTS,6118150,82,82,100,Caixa,,-44.96896,-22.57276399999978
MCMV.9780,SP,Cruzeiro,Faixa 2,CCFGTS,3038400,28,28,100,Caixa,,-44.96896,-22.57276399999978
MCMV.9781,SP,Cruzeiro,Faixa 3,CCFGTS,376351,6,6,100,Caixa,,-44.96896,-22.57276399999978
